pair_id,sent1_text,sent2_text,domain,group,avg
pair_593,It takes for ever to wake it up.,It is very slow and not responsive.,Laptop,Same,3.666666667
pair_594,All works beautifully but Windows 8 is taking a bit of getting used to.,Very pour performance.,Laptop,Different,0.75
pair_595,All works beautifully but Windows 8 is taking a bit of getting used to.,It takes for ever to wake it up.,Laptop,Different,1.666666667
pair_596,All works beautifully but Windows 8 is taking a bit of getting used to.,It is very slow and not responsive.,Laptop,Different,1.666666667
pair_597,Overall I love it.,I bought this a few months ago and it's holding up fairly well.,Laptop,Same,3
pair_598,It's great.,I'm looking forward to needing a laptop update so I can purchase this computer again.,Laptop,Same,2.666666667
pair_599,"so far so good, i have not encountered any issues with this computer.",Overall I love it.,Laptop,Same,3
pair_6,I like that.,From the moment I received this MacBook it was like a dream come true.,Laptop,Same,2.75
pair_60,"Works well, fast and no reboots.",Machine is flying and with parallels desktop 8 I have my old PC notebook completely functional on my MBP.,Laptop,Same,3
pair_600,"so far so good, i have not encountered any issues with this computer.",It's great.,Laptop,Same,2.666666667
pair_601,"so far so good, i have not encountered any issues with this computer.",I would have kept it but that was the sole reason for my purchase.,Laptop,Same,1.6
pair_602,This is a fantastic transformer!,I would have kept it but that was the sole reason for my purchase.,Laptop,Same,2.666666667
pair_603,I loved playing with it and the touchscreen was great for the windows 8 platform.,So far so good.,Laptop,Same,3
pair_604,I would have kept it but that was the sole reason for my purchase.,So far so good.,Laptop,Same,2.25
pair_605,So far so good.,I bought this a few months ago and it's holding up fairly well.,Laptop,Same,3.25
pair_606,"As a student majoring computer science, I really fell in love with this laptop.",I'm very pleased with the purchase.,Laptop,Same,3.25
pair_607,All in all I am very happy with this purchase.,I'm overall very pleased with my new laptop!!!,Laptop,Same,4
pair_608,Over all very good system and worth it.,This laptop has delivered.,Laptop,Same,2.75
pair_609,"What a great laptop, I can run my games and work really fast.",I'm very pleased with the purchase.,Laptop,Same,3
pair_61,"Works well, fast and no reboots.",From time to time I get the 'spinning beach ball' that holds up progress.,Laptop,Different,1
pair_610,I completely recommend it.,Overall great for me!!!,Laptop,Same,3.666666667
pair_611,I completely recommend it.,This is a great laptop.,Laptop,Same,3.6
pair_612,I completely recommend it.,I bought it for college and couldn't be happier.,Laptop,Same,1.333333333
pair_613,Love this computer.,It has done everything and more that I expected.,Laptop,Same,4
pair_614,Love this computer.,I'm very pleased with the purchase.,Laptop,Same,3.333333333
pair_615,It has done everything and more that I expected.,"As a student majoring computer science, I really fell in love with this laptop.",Laptop,Same,2.75
pair_616,It has done everything and more that I expected.,This laptop has delivered.,Laptop,Same,3
pair_617,It has done everything and more that I expected.,I bought it for college and couldn't be happier.,Laptop,Same,2.333333333
pair_618,I am sure it will be able to do all I need it to do in the future as well.,Over all very good system and worth it.,Laptop,Same,3
pair_619,I am sure it will be able to do all I need it to do in the future as well.,I'm very pleased with the purchase.,Laptop,Same,3
pair_62,"Works well, fast and no reboots.",Very quick to get it up and running with a minimum setup time right after you open the box.,Laptop,Same,3
pair_620,So far I have no complaints and dont expect many complaints in the future.,"As a student majoring computer science, I really fell in love with this laptop.",Laptop,Same,3
pair_621,So far I have no complaints and dont expect many complaints in the future.,I'm very pleased with the purchase.,Laptop,Same,3
pair_622,Serves really good sushi.,Don't leave the restaurant without it.,Restaurant,Same,2.25
pair_623,Serves really good sushi.,had many dishes but the BEST was the lobster 3 ways.,Restaurant,Same,2.5
pair_624,Serves really good sushi.,This is right up there with places in Tokyo as far as the freshness is concerned.,Restaurant,Same,3
pair_625,Serves really good sushi.,"Melt in your mouth nigiri and sashmi, and very tasty rolls too.",Restaurant,Same,3
pair_626,Serves really good sushi.,"Best food, phenominal service ",Restaurant,Same,3
pair_627,Serves really good sushi.,Amazing Spanish Mackeral special appetizer and perfect box sushi (that eel with avodcao -- um um um).,Restaurant,Same,3.5
pair_628,Serves really good sushi.,Freshest sushi  – I love this restaurant.,Restaurant,Same,4
pair_629,Serves really good sushi.,The sashimi was the freshest and most tender I have ever tasted.,Restaurant,Same,2.75
pair_63,"Works well, fast and no reboots.","Pros:  o It usually runs very smoothly, but Apple has an excellent support team that is always willing to help customers.",Laptop,Same,3
pair_630,Green Tea creme brulee is a must!,had many dishes but the BEST was the lobster 3 ways.,Restaurant,Same,2.25
pair_631,Green Tea creme brulee is a must!,"The food is fantastic, and the waiting staff has been perfect every single time we've been there.",Restaurant,Same,3.333333333
pair_632,Green Tea creme brulee is a must!,This is right up there with places in Tokyo as far as the freshness is concerned.,Restaurant,Same,2.5
pair_633,Green Tea creme brulee is a must!,"The sushi is as fresh as it comes?you'd think ocean was in their backyard, no joke!",Restaurant,Same,2.5
pair_634,Green Tea creme brulee is a must!,Try the Chef's Choice for sushi as the smoked yellowtail was incredible and the rolls were also tasty.,Restaurant,Same,3
pair_635,Green Tea creme brulee is a must!,The house special roll is really good.,Restaurant,Same,2.5
pair_636,Green Tea creme brulee is a must!,"Everything you want and more, very fresh.",Restaurant,Same,2.75
pair_637,Green Tea creme brulee is a must!,Perfect on a cold day.,Restaurant,Same,2.5
pair_638,Green Tea creme brulee is a must!,"Rice is too dry, tuna wasn't so fresh either.",Restaurant,Different,0.75
pair_639,Green Tea creme brulee is a must!,Nothing really came across as outstanding.,Restaurant,Different,1.666666667
pair_64,"Works well, fast and no reboots.",It runs faster than it did when I got it.,Laptop,Same,3.333333333
pair_640,Green Tea creme brulee is a must!,– The food was not great & the waiters were rude.,Restaurant,Different,0.75
pair_641,Green Tea creme brulee is a must!,you are with a hot date and he/she has an urge for sushi...then this might be the place.,Restaurant,Same,2.333333333
pair_642,Green Tea creme brulee is a must!,I have eaten here three times and have found the quality and variety of the fish to be excellent.,Restaurant,Same,2.5
pair_643,Don't leave the restaurant without it.,It has great sushi and even better service.,Restaurant,Same,2.666666667
pair_644,Don't leave the restaurant without it.,"As usual the omikase didn't disappoint in freshness, although it scored low on creativity and selection.",Restaurant,Same,2.25
pair_645,Don't leave the restaurant without it.,"the fish was fresh, though it was cut very thin.",Restaurant,Same,1.5
pair_646,"plus, i am allergic to rice, and the waitstaff was unbelievably accomodating -- didn't even bat an eye!",and the waiter suggested a perfect sake!!,Restaurant,Same,2
pair_647,"plus, i am allergic to rice, and the waitstaff was unbelievably accomodating -- didn't even bat an eye!","The only problem would be the wait, but we usually just have a drink in the front while waiting.",Restaurant,Different,2.75
pair_648,"plus, i am allergic to rice, and the waitstaff was unbelievably accomodating -- didn't even bat an eye!",The waiters are very experienced and helpful with pairing your drink choice to your food tastes or vice versa.,Restaurant,Same,2
pair_649,"plus, i am allergic to rice, and the waitstaff was unbelievably accomodating -- didn't even bat an eye!",The nicest waiters in town.,Restaurant,Same,3.25
pair_65,"Works well, fast and no reboots.","Well she was right, Whatever in the world took me so long to get a computer that just works.",Laptop,Same,2.666666667
pair_650,"plus, i am allergic to rice, and the waitstaff was unbelievably accomodating -- didn't even bat an eye!","On weekends, you might have to wait for couple hours.",Restaurant,Different,2
pair_651,"plus, i am allergic to rice, and the waitstaff was unbelievably accomodating -- didn't even bat an eye!",6pm on a Sat before a Broadway play and we were quickly seated and served.,Restaurant,Same,2.666666667
pair_652,"plus, i am allergic to rice, and the waitstaff was unbelievably accomodating -- didn't even bat an eye!",great service.,Restaurant,Same,2.333333333
pair_653,and the waiter suggested a perfect sake!!,"The only problem would be the wait, but we usually just have a drink in the front while waiting.",Restaurant,Different,2
pair_654,and the waiter suggested a perfect sake!!,The waiters are very experienced and helpful with pairing your drink choice to your food tastes or vice versa.,Restaurant,Same,3.5
pair_655,and the waiter suggested a perfect sake!!,The nicest waiters in town.,Restaurant,Same,3
pair_656,and the waiter suggested a perfect sake!!,"On weekends, you might have to wait for couple hours.",Restaurant,Different,2.25
pair_657,and the waiter suggested a perfect sake!!,6pm on a Sat before a Broadway play and we were quickly seated and served.,Restaurant,Same,2
pair_658,and the waiter suggested a perfect sake!!,great service.,Restaurant,Same,3.25
pair_659,absolutely fabulous!!!,"I have been to this place, folks and it is BAD.",Restaurant,Different,0.2
pair_66,"Works well, fast and no reboots.",I've been using Apple's since 1992 and this is the fastest and best one I've  had.,Laptop,Same,3
pair_660,absolutely fabulous!!!,DONOT GO!,Restaurant,Different,0.25
pair_661,absolutely fabulous!!!,Love it every time ,Restaurant,Same,3.5
pair_662,absolutely fabulous!!!,Never had one single problem there.,Restaurant,Same,3.25
pair_663,absolutely fabulous!!!,I went there with a friend from out of town... and we were both very impressed!,Restaurant,Same,3.75
pair_664,absolutely fabulous!!!,One of the best Sushi place in town.,Restaurant,Same,3.333333333
pair_665,absolutely fabulous!!!,Always good.,Restaurant,Same,4
pair_666,absolutely fabulous!!!,"I can't saybenough good things about this restaurant, and I can't wait for my next several visits.",Restaurant,Same,2.666666667
pair_667,I don't know why anyone would want to write a great review about this place.,"Once you're inside, the real experience begins.",Restaurant,Different,1
pair_668,"I have been to this place, folks and it is BAD.","Once you're inside, the real experience begins.",Restaurant,Different,1.333333333
pair_669,DONOT GO!,"Once you're inside, the real experience begins.",Restaurant,Different,1.5
pair_67,"Works well, fast and no reboots.","This is very fast, high performance computer.",Laptop,Same,3.5
pair_670,VERY GOOD!,I don't know why anyone would want to write a great review about this place.,Restaurant,Different,0.666666667
pair_671,VERY GOOD!,DONOT GO!,Restaurant,Different,0.333333333
pair_672,VERY GOOD!,"Once you're inside, the real experience begins.",Restaurant,Same,2.333333333
pair_673,Love it every time ,"I have been to this place, folks and it is BAD.",Restaurant,Different,0.666666667
pair_674,Love it every time ,VERY GOOD!,Restaurant,Same,3.75
pair_675,Love it every time ,Never had one single problem there.,Restaurant,Same,3
pair_676,Love it every time ,"Once you're inside, the real experience begins.",Restaurant,Same,2.5
pair_677,"The food is fantastic, and the waiting staff has been perfect every single time we've been there.",had many dishes but the BEST was the lobster 3 ways.,Restaurant,Same,2.5
pair_678,"The food is fantastic, and the waiting staff has been perfect every single time we've been there.","Their specialty rolls are impressive, though I can't remember what we had.",Restaurant,Same,3
pair_679,"The only problem would be the wait, but we usually just have a drink in the front while waiting.",The waiters are very experienced and helpful with pairing your drink choice to your food tastes or vice versa.,Restaurant,Different,1.333333333
pair_68,"Works well, fast and no reboots.",It fast and easy to set up.,Laptop,Same,3
pair_680,"The only problem would be the wait, but we usually just have a drink in the front while waiting.",6pm on a Sat before a Broadway play and we were quickly seated and served.,Restaurant,Different,1.6
pair_681,"The only problem would be the wait, but we usually just have a drink in the front while waiting.",great service.,Restaurant,Different,1.4
pair_682,Never had one single problem there.,"I have been to this place, folks and it is BAD.",Restaurant,Different,0.666666667
pair_683,Never had one single problem there.,DONOT GO!,Restaurant,Different,0.75
pair_684,Never had one single problem there.,"Once you're inside, the real experience begins.",Restaurant,Same,3
pair_685,Never had one single problem there.,Always good.,Restaurant,Same,3
pair_686,Unbeatable sushi!,"The food is fantastic, and the waiting staff has been perfect every single time we've been there.",Restaurant,Same,2.333333333
pair_687,Unbeatable sushi!,Two thumbs up!,Restaurant,Same,3.4
pair_688,Unbeatable sushi!,Be sure to try the oyster roll.,Restaurant,Same,2.666666667
pair_689,Unbeatable sushi!,"It's fresh, welcoming, delicious, and relaxing.",Restaurant,Same,3
pair_69,"Works well, fast and no reboots.",The machine now has 10 gigs of RAM and it works just fine.,Laptop,Same,3.5
pair_690,Unbeatable sushi!,Try the Chef's Choice for sushi as the smoked yellowtail was incredible and the rolls were also tasty.,Restaurant,Same,3.4
pair_691,Unbeatable sushi!,The sushi was excellent and the wait staff was quick.,Restaurant,Same,3.25
pair_692,Unbeatable sushi!,Amazing Spanish Mackeral special appetizer and perfect box sushi (that eel with avodcao -- um um um).,Restaurant,Same,3
pair_693,Unbeatable sushi!,Green tea creme brulee gets better each time I have it.,Restaurant,Same,2.333333333
pair_694,Two thumbs up!,"Everything, and I mean everything on the menu is delectable.",Restaurant,Same,2.25
pair_695,Two thumbs up!,"The sushi is as fresh as it comes?you'd think ocean was in their backyard, no joke!",Restaurant,Same,3
pair_696,Two thumbs up!,"It's fresh, welcoming, delicious, and relaxing.",Restaurant,Same,2.5
pair_697,Two thumbs up!,Try the Chef's Choice for sushi as the smoked yellowtail was incredible and the rolls were also tasty.,Restaurant,Same,2
pair_698,Two thumbs up!,The sushi was excellent and the wait staff was quick.,Restaurant,Same,2.5
pair_699,Two thumbs up!,"Their specialty rolls are impressive, though I can't remember what we had.",Restaurant,Same,3.333333333
pair_7,I like that.,You wont be disappointed with this computer!,Laptop,Same,3
pair_70,"Works well, fast and no reboots.",I spend so much time waiting for it.,Laptop,Different,0.75
pair_700,Two thumbs up!,Perfect on a cold day.,Restaurant,Same,3
pair_701,This is right up there with places in Tokyo as far as the freshness is concerned.,"I have been here, spent tons of money on a chef special dinner and it was a major dissappointment.",Restaurant,Different,1
pair_702,This is right up there with places in Tokyo as far as the freshness is concerned.,"The food is fantastic, and the waiting staff has been perfect every single time we've been there.",Restaurant,Same,3.333333333
pair_703,This is right up there with places in Tokyo as far as the freshness is concerned.,"Hands down, the best tuna I have ever had.",Restaurant,Same,3
pair_704,This is right up there with places in Tokyo as far as the freshness is concerned.,Green tea creme brulee gets better each time I have it.,Restaurant,Same,3
pair_705,This is right up there with places in Tokyo as far as the freshness is concerned.,The best Chuwam Mushi I have ever had.,Restaurant,Same,3
pair_706,This is right up there with places in Tokyo as far as the freshness is concerned.,Perfect on a cold day.,Restaurant,Same,2
pair_707,"Melt in your mouth nigiri and sashmi, and very tasty rolls too.","The food is fantastic, and the waiting staff has been perfect every single time we've been there.",Restaurant,Same,3
pair_708,"Melt in your mouth nigiri and sashmi, and very tasty rolls too.","The sushi is as fresh as it comes?you'd think ocean was in their backyard, no joke!",Restaurant,Same,3
pair_709,"Melt in your mouth nigiri and sashmi, and very tasty rolls too.","Best food, phenominal service ",Restaurant,Same,3.5
pair_71,"Works well, fast and no reboots.","Overall, this is a fast, light, practical computer and I highly recommend it.",Laptop,Same,3.25
pair_710,"Melt in your mouth nigiri and sashmi, and very tasty rolls too.",The house special roll is really good.,Restaurant,Same,3.2
pair_711,"Melt in your mouth nigiri and sashmi, and very tasty rolls too.","As usual the omikase didn't disappoint in freshness, although it scored low on creativity and selection.",Restaurant,Same,2.75
pair_712,"Melt in your mouth nigiri and sashmi, and very tasty rolls too.",Perfect on a cold day.,Restaurant,Same,2.8
pair_713,Be sure to try the oyster roll.,"The sushi is as fresh as it comes?you'd think ocean was in their backyard, no joke!",Restaurant,Same,3
pair_714,Be sure to try the oyster roll.,Amazing Spanish Mackeral special appetizer and perfect box sushi (that eel with avodcao -- um um um).,Restaurant,Same,2.5
pair_715,Be sure to try the oyster roll.,Perfect on a cold day.,Restaurant,Same,2.6
pair_716,Cut to the chase - this is amazing!,"I have been to this place, folks and it is BAD.",Restaurant,Different,0.333333333
pair_717,Cut to the chase - this is amazing!,VERY GOOD!,Restaurant,Same,3.75
pair_718,Cut to the chase - this is amazing!,Love it every time ,Restaurant,Same,3
pair_719,Cut to the chase - this is amazing!,"Once you're inside, the real experience begins.",Restaurant,Same,2.6
pair_72,"Works well, fast and no reboots.",It wakes in less than a second when I open the lid.,Laptop,Same,3.333333333
pair_720,Cut to the chase - this is amazing!,Blue Ribbon lives up to it's fantastic reputation.,Restaurant,Same,2.666666667
pair_721,Cut to the chase - this is amazing!,I went here on a recommendation and will surely return time and time again.,Restaurant,Same,2.5
pair_722,Cut to the chase - this is amazing!,What a find!,Restaurant,Same,2.333333333
pair_723,Cut to the chase - this is amazing!,Always good.,Restaurant,Same,3.666666667
pair_724,"It's fresh, welcoming, delicious, and relaxing.","I have been here, spent tons of money on a chef special dinner and it was a major dissappointment.",Restaurant,Different,0.75
pair_725,"It's fresh, welcoming, delicious, and relaxing.",Amazing Spanish Mackeral special appetizer and perfect box sushi (that eel with avodcao -- um um um).,Restaurant,Same,3.333333333
pair_726,"Hands down, the best tuna I have ever had.",had many dishes but the BEST was the lobster 3 ways.,Restaurant,Same,2.75
pair_727,"Hands down, the best tuna I have ever had.","Everything, and I mean everything on the menu is delectable.",Restaurant,Same,3
pair_728,"Hands down, the best tuna I have ever had.","The sushi is as fresh as it comes?you'd think ocean was in their backyard, no joke!",Restaurant,Same,3.25
pair_729,"Hands down, the best tuna I have ever had.",Try the Chef's Choice for sushi as the smoked yellowtail was incredible and the rolls were also tasty.,Restaurant,Same,3
pair_73,"Works well, fast and no reboots.","Mine has been though hundreds of parties, weddings, quinces, anything involving performances, it can take it!",Laptop,Same,3
pair_730,"Hands down, the best tuna I have ever had.",Amazing Spanish Mackeral special appetizer and perfect box sushi (that eel with avodcao -- um um um).,Restaurant,Same,3
pair_731,"Hands down, the best tuna I have ever had.","As usual the omikase didn't disappoint in freshness, although it scored low on creativity and selection.",Restaurant,Same,1.666666667
pair_732,"Hands down, the best tuna I have ever had.",Green tea creme brulee gets better each time I have it.,Restaurant,Same,2.75
pair_733,"Hands down, the best tuna I have ever had.","the fish was fresh, though it was cut very thin.",Restaurant,Same,3
pair_734,Blue Ribbon lives up to it's fantastic reputation.,I don't know why anyone would want to write a great review about this place.,Restaurant,Different,0.8
pair_735,Blue Ribbon lives up to it's fantastic reputation.,I went here on a recommendation and will surely return time and time again.,Restaurant,Same,3
pair_736,Blue Ribbon lives up to it's fantastic reputation.,What a find!,Restaurant,Same,2.75
pair_737,Blue Ribbon lives up to it's fantastic reputation.,Well worth it ,Restaurant,Same,3.5
pair_738,Blue Ribbon lives up to it's fantastic reputation.,Always good.,Restaurant,Same,3.6
pair_739,I went here on a recommendation and will surely return time and time again.,I don't know why anyone would want to write a great review about this place.,Restaurant,Different,0.666666667
pair_74,"Works well, fast and no reboots.",Three years ago I had purchased this bad boy and it still runs great!,Laptop,Same,3
pair_740,I went here on a recommendation and will surely return time and time again.,"I have been to this place, folks and it is BAD.",Restaurant,Different,0.75
pair_741,I went here on a recommendation and will surely return time and time again.,DONOT GO!,Restaurant,Different,0.5
pair_742,I went here on a recommendation and will surely return time and time again.,What a find!,Restaurant,Same,2.4
pair_743,I went here on a recommendation and will surely return time and time again.,Always good.,Restaurant,Same,3
pair_744,What a find!,"I have been to this place, folks and it is BAD.",Restaurant,Different,1
pair_745,What a find!,VERY GOOD!,Restaurant,Same,3.333333333
pair_746,What a find!,Love it every time ,Restaurant,Same,2.333333333
pair_747,What a find!,Well worth it ,Restaurant,Same,3.5
pair_748,What a find!,Always good.,Restaurant,Same,2.75
pair_749,– I can't say enough about this place.,DONOT GO!,Restaurant,Different,1.75
pair_75,My new laptop is great.,I'm sure you won't regret making this purchase.,Laptop,Same,3
pair_750,– I can't say enough about this place.,"Once you're inside, the real experience begins.",Restaurant,Same,2.333333333
pair_751,– I can't say enough about this place.,"There is only one place on the east coast that has it all, plus a lot more.",Restaurant,Same,2.666666667
pair_752,– I can't say enough about this place.,I went there with a friend from out of town... and we were both very impressed!,Restaurant,Same,2.333333333
pair_753,– I can't say enough about this place.,One of the best Sushi place in town.,Restaurant,Same,2.666666667
pair_754,– I can't say enough about this place.,"I can't saybenough good things about this restaurant, and I can't wait for my next several visits.",Restaurant,Same,2.75
pair_755,– I can't say enough about this place.,– I took my parents here for their anniversary-very very disappointed!!!,Restaurant,Different,1.333333333
pair_756,– I can't say enough about this place.,Very disappointed.,Restaurant,Different,1.25
pair_757,– I can't say enough about this place.,Not recommanded!!!,Restaurant,Different,1.666666667
pair_758,– I can't say enough about this place.,You are bound to have a very charming time.,Restaurant,Same,2.666666667
pair_759,It has great sushi and even better service.,This is right up there with places in Tokyo as far as the freshness is concerned.,Restaurant,Same,3
pair_76,My new laptop is great.,I highly recommend!!,Laptop,Same,3.333333333
pair_760,It has great sushi and even better service.,Be sure to try the oyster roll.,Restaurant,Same,2.75
pair_761,It has great sushi and even better service.,"It's fresh, welcoming, delicious, and relaxing.",Restaurant,Same,3
pair_762,It has great sushi and even better service.,Try the Chef's Choice for sushi as the smoked yellowtail was incredible and the rolls were also tasty.,Restaurant,Same,3
pair_763,It has great sushi and even better service.,The house special roll is really good.,Restaurant,Same,2.666666667
pair_764,It has great sushi and even better service.,"As usual the omikase didn't disappoint in freshness, although it scored low on creativity and selection.",Restaurant,Same,2.666666667
pair_765,It has great sushi and even better service.,Green tea creme brulee gets better each time I have it.,Restaurant,Same,2.5
pair_766,It has great sushi and even better service.,The best Chuwam Mushi I have ever had.,Restaurant,Same,3
pair_767,It has great sushi and even better service.,"the fish was fresh, though it was cut very thin.",Restaurant,Same,2.666666667
pair_768,It has great sushi and even better service.,Their apps are all delicious.,Restaurant,Same,3
pair_769,The entire staff was extremely accomodating and tended to my every need.,"plus, i am allergic to rice, and the waitstaff was unbelievably accomodating -- didn't even bat an eye!",Restaurant,Same,3
pair_77,My new laptop is great.,This should be more than  enough computer for almost everyone.,Laptop,Same,3.4
pair_770,The entire staff was extremely accomodating and tended to my every need.,and the waiter suggested a perfect sake!!,Restaurant,Same,3.2
pair_771,The entire staff was extremely accomodating and tended to my every need.,"The only problem would be the wait, but we usually just have a drink in the front while waiting.",Restaurant,Different,1.2
pair_772,The entire staff was extremely accomodating and tended to my every need.,The waiters are very experienced and helpful with pairing your drink choice to your food tastes or vice versa.,Restaurant,Same,3.5
pair_773,The entire staff was extremely accomodating and tended to my every need.,The nicest waiters in town.,Restaurant,Same,3.6
pair_774,The entire staff was extremely accomodating and tended to my every need.,"On weekends, you might have to wait for couple hours.",Restaurant,Different,1
pair_775,The entire staff was extremely accomodating and tended to my every need.,The service was courteous and attentive.,Restaurant,Same,3.25
pair_776,The entire staff was extremely accomodating and tended to my every need.,6pm on a Sat before a Broadway play and we were quickly seated and served.,Restaurant,Same,3.25
pair_777,The entire staff was extremely accomodating and tended to my every need.,great service.,Restaurant,Same,2.666666667
pair_778,The entire staff was extremely accomodating and tended to my every need.,"However, the value and service are both severely lacking.",Restaurant,Different,0.4
pair_779,The entire staff was extremely accomodating and tended to my every need.,The service ranges from mediocre to offensive.,Restaurant,Different,0.666666667
pair_78,My new laptop is great.,Have bought several laptops in last several years and hands down this has been the best ever.,Laptop,Same,3.25
pair_780,I've been to this restaurant over a dozen times with no complaints to date.,absolutely fabulous!!!,Restaurant,Same,2.5
pair_781,I've been to this restaurant over a dozen times with no complaints to date.,"I have been to this place, folks and it is BAD.",Restaurant,Different,1
pair_782,I've been to this restaurant over a dozen times with no complaints to date.,VERY GOOD!,Restaurant,Same,3.25
pair_783,I've been to this restaurant over a dozen times with no complaints to date.,"Once you're inside, the real experience begins.",Restaurant,Same,2
pair_784,I've been to this restaurant over a dozen times with no complaints to date.,Blue Ribbon lives up to it's fantastic reputation.,Restaurant,Same,2.75
pair_785,I've been to this restaurant over a dozen times with no complaints to date.,What a find!,Restaurant,Same,2.666666667
pair_786,I've been to this restaurant over a dozen times with no complaints to date.,Well worth it ,Restaurant,Same,3.333333333
pair_787,I've been to this restaurant over a dozen times with no complaints to date.,I went there with a friend from out of town... and we were both very impressed!,Restaurant,Same,3.5
pair_788,I've been to this restaurant over a dozen times with no complaints to date.,I'd go back there in a heartbeat.,Restaurant,Same,3
pair_789,I've been to this restaurant over a dozen times with no complaints to date.,"Its worth the wait, especially since they'll give you a call when the table is ready.",Restaurant,Same,2.75
pair_79,My new laptop is great.,If you dont like windows I would suggest trying a Mac.,Laptop,Same,2.5
pair_790,I've been to this restaurant over a dozen times with no complaints to date.,Always good.,Restaurant,Same,3.25
pair_791,I've been to this restaurant over a dozen times with no complaints to date.,"I can't saybenough good things about this restaurant, and I can't wait for my next several visits.",Restaurant,Same,3
pair_792,I've been to this restaurant over a dozen times with no complaints to date.,– I took my parents here for their anniversary-very very disappointed!!!,Restaurant,Different,0.6
pair_793,I've been to this restaurant over a dozen times with no complaints to date.,Very disappointed.,Restaurant,Different,0.4
pair_794,I've been to this restaurant over a dozen times with no complaints to date.,Not recommanded!!!,Restaurant,Different,0.666666667
pair_795,I've been to this restaurant over a dozen times with no complaints to date.,You are bound to have a very charming time.,Restaurant,Same,3
pair_796,"There is only one place on the east coast that has it all, plus a lot more.","Once you're inside, the real experience begins.",Restaurant,Same,2.5
pair_797,"There is only one place on the east coast that has it all, plus a lot more.",Cut to the chase - this is amazing!,Restaurant,Same,3
pair_798,"There is only one place on the east coast that has it all, plus a lot more.",Blue Ribbon lives up to it's fantastic reputation.,Restaurant,Same,3
pair_799,"There is only one place on the east coast that has it all, plus a lot more.",I went here on a recommendation and will surely return time and time again.,Restaurant,Same,3.25
pair_8,I like that.,"This machine is flawless, fast, and classy.",Laptop,Same,2.666666667
pair_80,It has so much more speed and the screen is very sharp.,"It takes less time to power up, and if you just close the case it go into sleep mode.",Laptop,Same,3
pair_800,"There is only one place on the east coast that has it all, plus a lot more.",What a find!,Restaurant,Same,3
pair_801,Well worth it ,I don't know why anyone would want to write a great review about this place.,Restaurant,Different,1
pair_802,Well worth it ,"I have been to this place, folks and it is BAD.",Restaurant,Different,0.333333333
pair_803,Well worth it ,VERY GOOD!,Restaurant,Same,4
pair_804,Well worth it ,Never had one single problem there.,Restaurant,Same,3
pair_805,Well worth it ,"Once you're inside, the real experience begins.",Restaurant,Same,3
pair_806,Well worth it ,Always good.,Restaurant,Same,3.8
pair_807,Try the Chef's Choice for sushi as the smoked yellowtail was incredible and the rolls were also tasty.,"Their specialty rolls are impressive, though I can't remember what we had.",Restaurant,Same,2.666666667
pair_808,I went there with a friend from out of town... and we were both very impressed!,I don't know why anyone would want to write a great review about this place.,Restaurant,Different,0.75
pair_809,I went there with a friend from out of town... and we were both very impressed!,VERY GOOD!,Restaurant,Same,3
pair_81,It has so much more speed and the screen is very sharp.,WHen you open it wakes up almost immediately.,Laptop,Same,3
pair_810,I went there with a friend from out of town... and we were both very impressed!,Love it every time ,Restaurant,Same,3
pair_811,I went there with a friend from out of town... and we were both very impressed!,Never had one single problem there.,Restaurant,Same,3
pair_812,I went there with a friend from out of town... and we were both very impressed!,"Once you're inside, the real experience begins.",Restaurant,Same,2.333333333
pair_813,I went there with a friend from out of town... and we were both very impressed!,Well worth it ,Restaurant,Same,3.25
pair_814,I went there with a friend from out of town... and we were both very impressed!,I'd go back there in a heartbeat.,Restaurant,Same,2.666666667
pair_815,The sushi was excellent and the wait staff was quick.,"The sushi is as fresh as it comes?you'd think ocean was in their backyard, no joke!",Restaurant,Same,3.4
pair_816,The sushi was excellent and the wait staff was quick.,Amazing Spanish Mackeral special appetizer and perfect box sushi (that eel with avodcao -- um um um).,Restaurant,Same,3
pair_817,The sushi was excellent and the wait staff was quick.,"Their specialty rolls are impressive, though I can't remember what we had.",Restaurant,Same,3.2
pair_818,The sushi was excellent and the wait staff was quick.,you are with a hot date and he/she has an urge for sushi...then this might be the place.,Restaurant,Same,3
pair_819,I'd go back there in a heartbeat.,Love it every time ,Restaurant,Same,3
pair_82,It has so much more speed and the screen is very sharp.,"Boot time is super fast, around anywhere from 35 seconds to 1 minute.",Laptop,Same,3
pair_820,I'd go back there in a heartbeat.,Never had one single problem there.,Restaurant,Same,3.25
pair_821,I'd go back there in a heartbeat.,"Once you're inside, the real experience begins.",Restaurant,Same,2.25
pair_822,I'd go back there in a heartbeat.,Blue Ribbon lives up to it's fantastic reputation.,Restaurant,Same,2.75
pair_823,I'd go back there in a heartbeat.,What a find!,Restaurant,Same,2.75
pair_824,I'd go back there in a heartbeat.,Well worth it ,Restaurant,Same,3.25
pair_825,I'd go back there in a heartbeat.,Always good.,Restaurant,Same,3.25
pair_826,"Best food, phenominal service ","It's fresh, welcoming, delicious, and relaxing.",Restaurant,Same,3.5
pair_827,"Best food, phenominal service ",Try the Chef's Choice for sushi as the smoked yellowtail was incredible and the rolls were also tasty.,Restaurant,Same,3.25
pair_828,"Best food, phenominal service ",Amazing Spanish Mackeral special appetizer and perfect box sushi (that eel with avodcao -- um um um).,Restaurant,Same,3.25
